FullHaul,DumpingTime,EmptyHaul,LoadingTime,CycleDistance,TotalCycle,MinedTonnes
12.2,0.3,12.3,3.9,1.4,28.7,270.3
10.7,1.6,4.6,5.5,4.7,23,1621.8
11.6,0.3,9.7,6.1,3,27.7,810.9
2.3,0.1,19.4,4,9.7,25.8,135.15
8.9,3.5,3,7.5,6.8,23.8,405.45
9.7,4.5,10.8,4.9,6.9,30,675.75
13.6,1,10.6,4.9,5.6,30.1,405.45
9.7,0.1,4.1,3.6,1.8,17.5,1081.2
11.9,0.3,5,4.4,2.1,21.6,270.3
9.2,2.2,3.1,4.1,3.7,19.3,1621.8
10.3,0.2,8.2,4.2,3.3,24.2,1081.2
9.9,2.6,8.5,4.5,6.1,25.7,675.75
11.3,1.3,8.4,4.4,4.4,26.5,946.05
11.6,0.8,10.6,6.7,4.3,29.7,405.45
7.5,0.1,9.3,5.8,3.3,22.9,1892.1
9.4,0.8,37.5,8.4,7.6,64.3,135.15
9.6,0.1,8.1,9.3,6.5,27.4,675.75
10.8,0.2,4.5,4.9,4.1,20.5,2027.25
5.1,1.3,11.2,3.5,4.4,22.2,1621.8
5.7,0.8,5,4.4,3.2,17.9,3513.9
10,0.4,3.6,6.1,3.6,22.1,675.75
10.7,0.1,40.6,5.6,4.1,57,135.15
12.5,0.5,7.3,5.5,2.3,28.1,405.45
9.2,0.2,6.7,5.4,2.3,21.8,946.05
2.7,0.1,29.9,5.8,4.8,38.5,135.15
10.8,0.2,8.9,7.6,6.7,30.6,405.45
10.4,0.2,14.2,6.3,1.3,31.1,270.3
9.6,0.7,0.8,3.3,1.3,14.4,135.15
11,0.3,8.8,2.1,4.9,22.9,2297.55
15.5,3,5.7,1.7,5.3,25.9,270.3
14.2,2.3,12.6,2.4,7.4,31.9,1351.5
12.8,0.4,8.6,3.6,6.7,25.5,540.6
13,0.2,15.2,1.7,7.7,40.2,1621.8
12.6,1.9,11.1,2.3,10.4,28,675.75
13.9,0.8,25.4,4.9,7.8,45,135.15
13.1,1.2,12.7,3,7.6,31.4,1486.65
10.6,0.2,13.1,4,5.7,28,135.15
20.4,0.2,7,1.4,5.1,29.3,540.6
14,0.2,18.4,2.3,7.8,37.4,1081.2
11.7,0.5,20.6,2.7,6.9,35.5,405.45
13.6,0.1,25.5,2.9,6.9,42.1,675.75
7.8,0.2,5.3,0.6,3.4,13.9,946.05
10.4,0.8,23,3.4,6.9,37.9,270.3
12.1,0.1,14,4,6.2,30.2,135.15
16.3,0.7,6.2,2.7,5.9,25.9,270.3
9.7,0.9,11.3,2,5.1,24.2,405.45
12.5,0.5,10.9,5.2,7.4,29.1,135.15
11.7,0.3,23.2,2,7.7,39.3,1621.8
15.1,1.7,4.9,3.7,6.2,25.4,135.15
18.8,2.8,10.1,2.9,8.1,35.5,1216.35
17.8,0.3,7.5,3.4,7.2,29.2,135.15
16.9,3.1,21.3,2.1,16.4,46.9,405.45
16.5,23.8,53.7,3.5,8.3,98.2,135.15
10,0.2,17.2,9.7,5.9,37.1,270.3
14.6,0.7,4.1,2.6,8.2,24,405.45
13.1,1.6,7.7,3.1,7.8,26.2,810.9
16.9,3,6.7,2.7,8.1,31.4,540.6
20.7,0.6,11.8,3,7.4,36.2,540.6
19,0.1,13.5,1.6,7.7,37.5,270.3
17.4,0.2,12.8,2.9,8.3,35.6,1621.8
20.3,0.5,12.9,3.1,8.1,39.2,135.15
12.9,0.4,13.1,2.7,7.1,34.3,1216.35
15.7,0.2,12.1,1.7,6.3,29.8,810.9
14.3,0.3,16.7,2.2,7,37,1892.1
16.4,0.6,15,2.7,7.5,34.8,1486.65
11.6,0.1,9.4,3,5.2,24.1,2297.55
15,0.7,13.9,2.2,7.6,31.8,270.3
14.4,1.1,8.2,1.5,8.1,25.9,540.6
12.6,3.1,11.3,2.7,7.7,32,1486.65
16.3,1.5,22.4,2.8,7.6,44.1,810.9
15.7,0.2,12.5,2.3,6.2,31.5,1216.35
10.1,0.5,12.3,2.3,7.3,25.3,405.45
19.7,0.1,31,4.9,8.8,55.7,135.15
14.5,0.4,25.8,2.4,7.1,44.6,1892.1
12.9,1.5,4.1,2.4,7.3,21.7,270.3
11.7,3.2,9.7,2.9,6.6,29.1,2432.7
15.7,0.9,5.5,3.8,7.4,26,810.9
16.8,0.4,7.3,2.5,7.5,27.6,675.75
13.9,4,12.7,3.8,6.7,34.7,2162.4
23.2,5.6,8.6,3.6,7.1,41,270.3
13.6,0.9,10,3.1,5.7,27.6,405.45
10.1,3,6.6,1.9,8.1,25.8,540.6
11.3,0.4,9.4,1.2,7.5,22.3,270.3
5.6,0.1,8.5,3.1,6.9,20.3,405.45
13.3,2.3,11,2.6,8.6,30.8,1081.2
11.6,1.4,13.2,3,7.6,31.4,405.45
14.8,2.6,18.1,3.4,8.5,40.6,540.6
15.8,0.4,7.1,2.8,8.2,30.1,1756.95
10.3,0.1,19.9,3.7,7.5,34,135.15
13.3,3.8,13.1,1.5,8.3,31.8,405.45
13.8,0.2,14.3,2.3,6.9,34.7,1892.1
15.2,1.2,11.3,2.5,6.9,30.2,135.15
14.2,4.8,168.5,1.5,8.9,192.1,135.15
17.9,0.1,12.4,2.7,7.7,34.9,675.75
12.8,2,5.7,2.1,7.3,25.9,405.45
15.5,0.3,10.3,1.7,8.6,29.3,1892.1
16.1,0.3,10.9,2.4,7.2,30.1,1351.5
14.7,0.6,12.6,2.5,8.2,31.4,2432.7
16.1,3,10.2,2.4,8.1,32.8,1621.8
14.6,3.1,12.2,3,7.2,33.5,810.9
16.4,0.2,12.2,2.3,6.1,33.1,2432.7
14.6,2.2,7.2,2.9,8.8,28.5,810.9
15.2,0.3,10.1,2.1,7.4,29.8,2297.55
14.2,1.9,8.7,2.7,7.3,31.1,2027.25
13.3,1.9,9.4,3,7.4,29.8,2567.85
11,0.2,7.8,2,6,22.8,3108.45
18.8,0.1,69.3,4.3,8.6,94.6,1486.65
11.3,0.2,17.6,3.4,5.7,32.6,540.6
14.1,2,15.4,2.8,7.9,37.2,2027.25
13.8,1.1,5.8,2.2,8.5,23,405.45
6,0.1,8.5,0.7,4.6,17.3,2432.7
14.8,0.1,15.8,2.8,7.6,35.3,1486.65
14.1,0.5,7.5,2.4,7.6,37.5,946.05
15.5,1.1,18.3,2.7,7.8,40.1,270.3
13.7,0.2,7.2,2.8,7.4,25.9,1351.5
19.1,0.1,13.6,2.7,7.7,40.5,405.45
19.4,0.7,14.7,1.9,7.3,40.4,540.6
13.7,0.1,14.9,4.1,3.9,32.8,675.75
16.1,0.2,16.8,2.3,4.4,35.5,405.45
14,4,10,3.9,6.9,33.2,2027.25
15.2,0.1,13.5,2.5,8.3,32.3,1621.8
14.7,0.7,12.7,2,7.8,32.8,1216.35
16.4,0.1,25.4,3.4,6.8,45.5,540.6
12.7,2.9,16,2.4,7.1,35.2,1216.35
15.4,0.3,10.5,2.1,7.2,29.5,1621.8
393.9,4.1,9.3,2.3,5.1,409.7,135.15
12,2,7.7,2.2,6.9,25.8,1892.1
16.7,0.2,13.8,1.9,8.4,36.7,1756.95
12.2,3,44.5,2.9,8.3,63.2,135.15
16.4,0.3,10.3,2.7,7.4,31.1,1756.95
17.4,0.3,11.2,2.8,7.3,34.1,1621.8
16.8,0.2,12.1,2.3,7.4,33.7,2297.55
13.1,2.3,4.5,3,6.8,26.5,1621.8
12.9,1.4,13.4,2.2,7.1,31.4,2162.4
17.2,0.3,9.8,2.4,7.9,30.5,1621.8
18.2,0.1,12.1,2.9,8.4,34.4,1892.1
12.9,0.2,7.6,2.2,9.1,23.8,946.05
12.7,0.2,13.6,1.4,7.6,30.3,675.75
19.2,0.4,12.1,2.9,8.3,35.4,1892.1
15.3,0.1,12.2,2.8,8.1,30.9,2027.25
17.6,0.2,10.5,2.3,8.2,33.2,1621.8
12.5,2.6,9.2,4.1,6.9,32.2,1892.1
13.6,0.1,15.3,3.2,7.1,32.7,2297.55
13.6,0.2,10.1,1.8,7.5,26.7,675.75
16.4,0.2,10.9,2.2,8,30.8,2432.7
11.1,0.2,11.8,1.4,6.1,25.3,1892.1
15.6,0.2,11.9,2.1,7.1,31.1,1351.5
14.6,0.4,24.4,2.2,7,42,135.15
15.2,0.5,17.9,2.6,7.3,47.1,135.15
11.9,0.6,9.3,3.2,5.9,28.9,946.05
15.1,0.3,14.3,2.6,7.5,34.3,1351.5
17.9,0.1,9.1,2.6,3.9,29.7,135.15
13.2,0.2,9.1,3.4,6.5,26,405.45
12.2,0.4,20.2,1.6,4,34.4,135.15
19.7,0.1,10.9,2.6,4.4,33.6,540.6
12.8,3.4,11.3,4.8,8.3,36.4,405.45
11.2,0.2,19.6,1.7,7,33.3,675.75
14.9,6.7,28.9,2.8,5.7,53.3,135.15
14.1,0.3,9.5,3.3,7,28.9,2027.25
11.6,2,11.3,2.1,6,28.6,946.05
13,1.8,27.6,2.1,8.4,44.5,270.3
16.1,0.3,7.1,4.6,7.8,29.2,1486.65
16.6,0.4,17.9,4.1,7.5,40.1,1621.8
13.5,0.3,12.2,2.9,7.2,29,1081.2
15.1,1.6,27.8,3.5,6.2,48.1,810.9
17,0.2,9.5,2.6,8,33,1486.65
13.3,3,17.2,2.9,7.6,37.5,1351.5
16.1,0.3,20.8,2.2,7.6,40.1,1756.95
17.2,0.3,20.8,2.6,8,41.1,405.45
15.4,0.2,12.4,2.7,6.8,32.3,1756.95
13.4,2.7,5.2,2.5,6.9,26.1,1081.2
11.5,1.8,8.2,2.7,7.6,24.7,810.9
18.7,0.6,9.8,1.8,7.1,32,675.75
18.3,0.3,16.3,3.2,8.1,38.1,405.45
10.5,2.2,30.7,3.8,7,52.9,405.45
12.1,1.6,12.9,2.7,6.8,30.3,2162.4
13.5,0.1,13.1,2.7,7.9,35.8,1621.8
15.2,2.4,7.8,2.5,7.6,29.7,1486.65
16.9,0.2,17,2.3,8.7,36.6,405.45
12.7,2.4,21.1,2.3,7.7,40.4,1892.1
15,0.5,9.8,2.2,8,30.8,1892.1
11.9,0.2,8.1,1.7,7.4,23.8,946.05
14.5,0.1,13.3,2.9,8.5,31.8,2432.7
14.3,0.3,12.1,2.8,7.5,31,1621.8
11.3,0.1,10.7,2.5,6.3,26.4,2432.7
10.6,2,15.2,3.4,7.1,33.7,2162.4
13.5,0.1,11,1.8,7.8,28.7,2297.55
10.5,2.8,7.3,2.8,7,27.2,1892.1
15.2,1.5,14.9,2.8,7.9,36.2,1621.8
13.1,0.5,13.9,2.7,7.5,32.8,810.9
0.9,0.2,0.4,0.2,0.4,1.7,4324.8
15.5,0.2,11.4,4,4.9,31.7,1216.35
12.6,4.4,15.3,4.7,6.5,37.2,810.9
16.5,0.5,12.8,2.8,8.6,34.1,1486.65
14.8,2.9,17,3.5,8.4,41.5,675.75
10.1,2.6,33.8,4.2,6.3,50.7,270.3
18.5,0.1,27.2,4.6,7.4,50.4,540.6
14.9,0.5,11.8,4.4,8.4,31.9,675.75
13,0.1,7.2,2.2,5.7,22.6,1486.65
16.7,0.1,9.4,2.7,8.7,29.1,675.75
16.5,0.1,9.6,4.2,9,33.9,1486.65
15,2.8,11.2,2.9,8.8,32.4,1351.5
11.8,0.1,15.9,4.5,7.3,32.4,540.6
15.6,0.1,13.6,4.6,6.8,34,1216.35
21.5,0.1,15.1,3.7,5.7,42.2,270.3
15.4,2,10.9,3,6.4,31.4,1351.5
11.5,2.7,8.7,2.9,3.4,25.8,405.45
14.6,0.3,25.2,2.1,8.7,55.3,405.45
15.5,0.2,8.8,2.4,8.2,27.6,2567.85
14.5,2.8,12.5,3,7.6,35.4,2027.25
16.4,0.2,8.4,2.8,7.2,29.6,1756.95
13.4,3.7,12.5,3.4,7.9,34,1216.35
15.2,0.3,10.2,3.2,8.6,29.3,1081.2
12.1,3,11.5,3.7,8.1,31.8,1486.65
16.2,0.5,14.2,1.9,8.4,32.9,540.6
14.4,3.5,6.4,3.3,7.5,28.4,405.45
14.4,0.3,17.2,3,7.4,35.8,1756.95
12.7,0.1,8.8,2.2,7.6,25.9,2567.85
10.6,0.1,7.9,1.9,5.3,21.2,3513.9
13.8,2.1,9.4,3.6,8.8,29.9,270.3
16.6,0.3,11,2.9,6.9,32.7,1621.8
12.4,3.5,14.6,2.6,7.3,35,946.05
14.7,0.1,6.6,2.5,7.6,26.9,1351.5
16.1,0.2,9.1,3.1,8.7,33,1351.5
16.4,0.2,9.7,4.2,7.9,32,2432.7
17.7,0.2,9.3,5,4.2,32.2,1216.35
15.9,0.2,11,3.9,7.9,31.1,2162.4
16.9,0.5,13.6,5,4.2,36,405.45
15.5,0.2,11.2,3.3,4.2,30.2,1621.8
15.8,0.9,9.5,3.5,4.2,29.7,135.15
14.2,3.9,0.3,4.6,4.2,23.3,135.15
12.6,0.2,12.6,1.7,8.2,27.2,405.45
10.4,2.3,8.7,1.8,5.9,23.4,405.45
16.7,0.5,8.1,2.1,8.4,29.6,1081.2
10.3,9.4,11.1,3.8,6.4,37.5,540.6
14.7,0.1,8.5,3.6,7.3,27.8,1756.95
18.9,0.1,9.3,2.9,9.5,32.6,2297.55
15.7,0.4,9.5,2.8,8.9,30.8,2162.4
13,2.2,14.2,4,9.1,36.5,1351.5
17,0.2,11,2.6,7.9,31.8,1081.2
15.8,0.3,9.8,2.1,7.5,29,2432.7
13,0.2,15.5,1.5,7,31.6,675.75
14.2,3.4,6.6,3.4,7.8,33.6,135.15
18.8,0.3,12.1,2.3,7.1,33.6,1351.5
15.5,0.3,13.3,2.5,8.1,34.9,2027.25
14.9,3.9,12.5,3.9,8.8,37,810.9
16.3,0.5,7.6,3.7,8.2,33.2,540.6
7.1,1,16.1,3.5,4.3,27.7,540.6
17.5,0.2,4.4,2.5,4.2,24.6,270.3
11.5,4.4,17.6,4.7,7.8,40.4,135.15
11.1,0.2,14.9,4.5,4.9,30.7,810.9
13.7,1.6,12.2,3.2,3.9,30.7,270.3
5.2,8.2,9.5,5.3,6.3,34.5,270.3
13.3,0.2,11.9,2.8,6,28.5,1486.65
9.6,4.7,9,58.5,7.1,85.4,540.6
17.4,0.1,18.6,2.6,7.4,39.4,810.9
8.9,6.9,8.9,3.3,5.3,28,405.45
12.9,3.6,11.7,3.7,3.3,31.9,675.75
15.8,0.3,23.2,3.8,5.8,43.1,675.75
8.5,0.1,6.3,1.1,4.3,16.3,1351.5
16.7,0.3,8.5,2.5,7.7,28.1,675.75
15.6,0.3,12.8,4.2,8.3,34.4,2162.4
11.7,0.2,13.5,2,5.5,28.1,1486.65
13.9,2.1,11.6,3.1,8.2,31.4,1486.65
14.1,2.6,20.5,4.3,8,43.2,1756.95
14.3,1.6,30.4,2.7,8,51.8,405.45
17.9,0.2,18.8,3,7.5,40.5,946.05
16.6,0.1,8.4,3.5,8.7,30.3,540.6
14.6,0.4,6.1,2.1,4,23.2,540.6
15.5,0.1,5.1,2.5,4,23.2,270.3
14.6,0.3,10.6,2.4,9.3,30.5,2162.4
14.9,0.2,10,2.5,8.6,28.2,1621.8
12.8,3,8.1,2.7,6.5,28.8,810.9
15.3,0.1,8.8,2.2,8.5,26.9,1081.2
16.6,0.4,10.7,2.4,6.4,30.1,810.9
15.6,5.1,4.7,2.9,8.6,30,405.45
9.8,11.3,12.3,3.2,8,38.1,405.45
14.6,0.2,13.6,2,8.5,32.2,1621.8
14.2,4.5,6.5,2.7,7.2,31.2,1081.2
1.3,0.2,0.7,0.1,0.4,2.3,4459.95
14,3,14.7,2.8,7.7,35.4,1621.8
16.9,0.1,9.4,2.3,8.3,29.7,1216.35
13.6,0.5,7.2,2.1,6.5,25.1,1081.2
16.8,0.2,10.4,2.8,8.6,39,946.05
14.6,3.3,24.7,3.4,7.9,47.2,1216.35
15.8,1.1,17.6,3.3,6.9,38,540.6
16.2,0.1,7.6,2.8,7.2,29.1,810.9
16.9,0.1,14.8,2.3,7.8,37.3,1216.35
12.5,2.5,15.1,2.8,6.8,34,2432.7
12.8,0.3,21.1,0.8,3.6,35,135.15
11.3,1.4,12.6,2.6,5.6,28.1,2162.4
16.4,0.4,12.6,2.5,7.8,34.2,1621.8
11.3,0.4,9.7,3.9,4,25.3,270.3
14.4,0.1,4,4,7.9,25.1,270.3
10.7,3.2,10.2,2.6,6.9,28.9,2838.15
13.5,0.5,21.6,3.2,7.9,38.8,135.15
15.4,4.2,7,3.2,8,30.8,135.15
18.2,0.1,5.1,2,8,27.2,540.6
9.9,2.6,13.4,2.6,3.9,28.7,2027.25
18.2,0.1,7,3.9,4.2,29.2,135.15
13.5,0.4,3.3,4.6,7.7,24.4,270.3
12.3,2.7,11.5,3.2,8.7,33.1,540.6
14.8,0.4,7.3,3.2,7.8,30.1,270.3
12.9,0.3,31,6.2,8,51.6,270.3
15.5,0.2,10.1,3.1,7.9,30.7,2297.55
12.9,1.4,7.7,4.1,5.9,28.4,2297.55
14.9,0.4,9.1,3.2,8,29.3,270.3
11.1,2.1,9,3.3,5.7,70,135.15
17.7,0.2,6.4,2.2,6.5,27.9,946.05
15.6,0.2,7.9,2,7.1,27.4,405.45
14,0.9,16.2,3.3,5.6,34.4,675.75
17.5,0.5,9.7,3,4.8,30.7,675.75
12.9,3.1,10.2,2.9,7,30.2,2162.4
12.4,0.8,19.2,3.8,5.8,37.4,810.9
16,0.1,15.7,3.2,5.1,35,540.6
13.4,3,17.6,3.4,6.1,37.5,810.9
14,1,10,4.3,7.3,29.6,1621.8
14.7,0.7,10.7,2.6,8.9,30.1,270.3
7.7,0.2,5.8,2,2.1,15.7,2432.7
14.2,3.9,36,3,8.1,57.1,135.15
4.5,0.1,3.1,1.5,2.7,14.9,405.45
15.8,0.3,9.1,1.8,8.1,27,405.45
10.4,1.9,13.3,2.4,5.5,34.8,1486.65
14.6,0.3,10.7,2.8,7.7,30.2,1756.95
10.2,1.6,9.1,2.6,8.9,23.6,405.45
16.4,10.1,17.1,2.7,3.8,46.3,135.15
13.1,0.1,14,3.2,5.6,31,1486.65
16.6,0.6,11.1,2.5,6.9,31.2,1081.2
14.9,0.2,5.6,2.7,6,24.6,405.45
11.9,0.1,13.3,4.1,9.8,30.6,1081.2
14,3.9,7.3,4.6,6.4,29.8,270.3
13.5,1.1,12.8,2.6,5.8,30.3,1486.65
14.6,1.8,11.3,2.4,6.4,31.4,2432.7
14.7,2.5,9.9,2.5,7.1,32,405.45
10.7,0.1,8.8,5.3,4.2,24.9,135.15
10.2,2.7,11.8,3.2,7,29.6,405.45
14.7,0.1,10.1,4.1,5.6,29.2,405.45
13.3,1.7,16.6,2.4,5.8,34.8,1756.95
12.9,3,8.4,2.6,7.5,27.4,2027.25
15.7,0.4,15.8,2.9,7.2,39.4,1756.95
14.7,2.1,20.9,3.5,7.1,42.7,675.75
14.1,0.2,2.6,4.5,6.6,24.5,405.45
11.7,0.4,14.7,1.8,6.8,30.4,1216.35
17.2,0.5,55.8,3.2,8,81,1756.95
12.6,2.5,12.3,3,6.5,30.8,2567.85
16.3,1.7,8.5,3.3,5,31,1351.5
14.9,0.2,14.3,3.9,5.2,36,1892.1
14.7,0.4,14.2,2.5,7.7,34.1,1351.5
15.2,0.7,8.4,2.4,8.3,28.4,2567.85
11.6,1.3,5.2,6,7.7,31.1,135.15
15.3,2.5,8,3.1,7.6,30.6,540.6
15.2,0.5,16.8,4.1,8,39.8,1351.5
12.1,3.5,10.3,2.9,8,32.5,2027.25
15.6,0.3,8.5,2.7,6.7,29.5,2432.7
14.2,0.2,39.3,3.1,7.1,56.8,135.15
14.4,2.9,11.9,7.8,8.3,49,135.15
14.3,3.2,15.1,4,7,37,946.05
9.7,2.5,12.7,3.8,7.1,30.6,810.9
12,1.8,12.4,5,6.6,31.8,946.05
15,2.4,20,5.2,7,46.4,405.45
14.2,0.1,8.5,3.1,6.3,26,270.3
14.1,2.4,12.3,4,8.2,35.9,810.9
13.6,3.6,11.7,4.1,6.2,33.3,270.3
12.4,1.7,2.7,3.9,7.8,22.5,135.15
15.5,0.3,12.9,3.9,8.3,34.8,1756.95
18.6,0.2,10.2,3.4,7.4,32.4,540.6
14,3.4,12.3,2.8,8.1,34.5,1486.65
12.7,1.2,12.6,2.9,7.2,29.8,270.3
15.8,0.2,7.3,4.2,7.9,27.5,270.3
10.4,0.9,20,3,8.8,34.8,540.6
20.6,0.5,11.3,3.3,8.7,36.5,675.75
16.9,0.1,0.2,4.3,4,21.5,135.15
14.6,4.5,11.8,4.3,8,36.7,135.15
14.9,0.4,12.1,2.7,4,30.1,135.15
13.2,2.7,10.6,2.8,8,30.2,946.05
13.4,0.2,8.6,2.9,4,25.1,135.15
8.8,0.2,9,2.5,5.8,20.8,1621.8
11.9,2.1,8.7,2.7,4.1,25.4,675.75
15.3,0.1,11.9,1.6,6.9,29.4,540.6
19.3,0.1,121.3,3.5,7.9,144.3,1216.35
12.4,2.5,16.2,3.2,8.9,35.3,2027.25
15.7,0.2,15.6,3.7,9.2,39.9,270.3
14.6,0.1,10.3,3.2,7.2,33.9,946.05
11,2.7,13.3,2.7,5.7,31,2162.4
11.5,2.4,13.8,2.7,7.1,33.5,2297.55
15.1,0.4,10.8,4.3,6.2,30.9,540.6
14.9,0.1,9.8,2.5,7.6,29.5,2432.7
9.9,0.1,5.9,2.3,4.8,18.9,1756.95
13.3,0.2,14.7,2.8,5.8,31,1621.8
16.7,0.3,7.1,3.1,7.9,31.7,946.05
12.6,2.7,16.7,2.9,8,39.1,405.45
14.9,4.3,41.5,4,8.4,67.4,135.15
15.1,0.3,9.3,2.2,7.7,27,1621.8
17.3,1.1,7.2,5.3,8.5,30.9,135.15
15.6,0.1,7.7,4.9,7.8,28.4,675.75
15.8,2.1,0.1,0.7,3.9,18.7,135.15
14.4,0.2,11.2,5.1,4,30.9,135.15
16.8,0.3,10.2,4,4.2,31.3,405.45
12.4,3.9,9.6,3.1,7.1,29.8,270.3
14.3,0.1,12.4,4.1,8.2,32.6,540.6
3.6,0.1,3.8,0.9,1.4,8.7,1351.5
11.8,2.8,4.7,3.6,4.5,22.9,135.15
14.9,0.3,7.3,4,3.9,26.5,405.45
14.6,0.1,9.7,2.9,7.8,27.3,135.15
12.5,3.7,16.2,2.7,8.6,35.7,946.05
7.3,0.1,5.8,1.5,3.6,14.7,1351.5
15.6,0.1,20,3.7,10.1,42.7,1081.2
15,2.6,12,2.3,6.5,32,540.6
16.3,0.1,13.5,2.9,7.7,32.8,135.15
10.3,0.1,8.3,2.6,6.3,23.6,2567.85
14.6,0.4,11,4,7.8,36.6,540.6
13.2,0.2,13.7,3.2,7.5,33.4,1756.95
15.2,0.2,9.7,3.7,8,31.1,1486.65
16.1,0.3,10.4,3.9,6.1,33.1,1892.1
12.3,3.7,12.1,3,8,32.1,135.15
14.7,0.2,11.4,4.3,7.7,31.5,1892.1
15.1,0.1,7.6,3.2,7.5,28,1621.8
12.4,4,10.5,3,6.8,31.5,675.75
14.7,0.1,10.4,4.6,8.4,34.1,1216.35
12.8,2.3,15.3,2.8,6.1,34.2,2162.4
13.6,0.6,15,3.1,7.4,36.1,2027.25
15.8,0.3,13.6,3.5,4.2,33.2,135.15
16.6,0.2,12.5,3.4,6.8,32.7,1081.2
13.5,3.2,14.9,2.9,7.8,36.2,946.05
12,0.5,16.6,5.7,8.4,34.8,405.45
15.3,0.5,10,1.9,5.3,27.7,405.45
15.6,0.3,15.5,2.1,7.7,33.5,1216.35
13.4,3.6,11.6,1.8,5.1,30.6,405.45
11.8,0.2,5.2,1.8,2.7,19,1892.1
15.8,0.6,14.9,2.6,8.3,34.1,1216.35
16.7,5.8,5.9,1.3,5.7,29.7,270.3
17.1,0.2,9.9,3.2,7.8,30.4,270.3
14.5,3.8,16.6,2.7,7.9,38.9,1892.1
7.1,0.2,12.3,3.3,4.3,22.9,135.15
14.9,0.2,6.8,2.4,6.6,25.9,2027.25
18.2,0.1,11.8,2.3,8.6,32.8,540.6
14,2.7,18.6,2.4,9,40.2,1081.2
17.9,0.2,9.6,3.2,8.7,30.9,405.45
16.1,3.9,9.8,2.7,9,33.4,1621.8
13.7,0.2,14.5,2.8,3.9,31.2,946.05
10.3,3.1,11.4,3.9,5.6,29.7,540.6
13.1,0.2,11.1,2.7,8.1,27.8,1486.65
25.1,0.1,157.9,5.6,6.9,188.7,405.45
15.1,0.1,20.2,3.8,6.7,39.2,405.45
15.1,0.1,20.2,1,7.9,36.4,135.15
10.2,0.2,7,2.5,5.3,22.2,946.05
14.6,0.2,11.5,2.5,6.7,29.7,1351.5
11.7,2.3,13.4,2.5,7.2,30.1,946.05
9.8,0.1,15.8,2.1,5,28.6,1486.65
14.2,0.4,12.8,3.9,4.8,32,810.9
13.4,0.1,11.3,3.1,4.1,27.9,946.05
15.5,0.1,8.1,2.2,9.5,25.9,270.3
16.3,0.2,13.3,2.9,12.1,32.7,135.15
15.3,0.4,9.3,3.3,8.6,28.4,1621.8
13.4,2.8,27.6,3.5,8.4,49.9,135.15
14.7,0.4,14.5,2.9,8.2,33.2,405.45
9.5,0.5,15.2,1.5,8.5,27,405.45
15.3,0.6,10.6,2.9,7.6,30.1,1756.95
16,0.2,15.3,2.7,5,34.3,946.05
13.3,2.2,21.7,2.8,8.4,40.4,1486.65
16.5,0.3,10.9,2.2,8.5,31.2,1081.2
14.9,0.6,7.5,2.3,7.4,27.3,540.6
14.2,3.8,9.2,2.4,8.7,29.8,675.75
14.3,1.1,11.6,1.9,9.4,28.9,135.15
14,3.2,40.9,4.1,10.6,62.2,135.15
16.5,0.1,11.7,2.2,7.9,30.7,810.9
14.7,0.2,11.7,3,4.4,29.6,1216.35
10.5,4.9,11.4,3.2,7.7,31.4,1081.2
15,0.1,10.9,3.8,8.1,30,1081.2
11.3,3.7,13.5,2.7,8.8,33.2,135.15
10.5,4,10.4,2.7,6.3,29.7,405.45
10.1,1.3,10.3,2.7,3.7,24.4,270.3
12.2,0.3,9.3,2.3,8.2,24.2,405.45
12.4,2.8,11.8,2.4,7.3,29.8,2162.4
14.3,0.1,20,0.1,7.5,34.5,135.15
15,0.1,7.8,3.6,7.4,28.3,405.45
16.6,0.3,13.6,4.6,6.4,35.7,946.05
12.4,0.3,26.9,2.5,6.9,50.3,1081.2
11.8,1.5,11.9,3,8.5,30.1,1351.5
3.5,0.9,6.7,4.8,4,15.9,135.15
14.8,0.2,8.5,3.2,5.3,26.7,405.45
15.2,0.1,25.5,3.3,8.1,44.5,1216.35
14.3,0.1,13.9,4.2,5.9,32.5,270.3
13.5,0.4,9.9,5.3,4,29.1,540.6
16.4,0.3,8.1,3.7,6.9,28.6,1351.5
14.9,0.2,16.8,2.8,8.5,38.6,946.05
8.1,2.3,6.5,1.5,4.5,18.6,810.9
13.9,0.1,13,2.8,8.3,32.5,810.9
16.4,5.7,10.9,3.4,9.3,36.4,270.3
14,2.4,7.6,3.2,8.9,28.5,405.45
14.9,0.2,11.5,2,8.3,29.4,1081.2
13.9,3.9,8.3,5.2,8.8,33.4,1081.2
12.3,0.2,8.4,5.4,8.2,42,135.15
17.9,0.3,13.6,2.8,6.2,34.9,946.05
17.4,0.1,2.1,3.9,4.4,23.5,135.15
15.6,1.8,7.3,2.2,9.2,27.8,675.75
13.7,4.3,13.3,3,6.7,36.2,1892.1
15.3,0.2,6.1,2,8.2,24.8,1081.2
17.1,4.4,6.7,2.2,7.3,30.4,540.6
16.8,0.7,21.8,3,9.4,42.8,135.15
11.6,0.3,11.8,4.3,8.3,29.3,1216.35
17.4,0.3,10.3,2.9,8,33.5,2027.25
31.2,8.1,168.1,4.6,8.8,218.3,270.3
15.4,0.5,9.7,3.2,8.8,29.9,135.15
15.8,0.1,7,1.6,6.9,26.4,2432.7
14.8,1.9,10.4,2.8,8.3,31.1,540.6
11.5,2.3,12.6,3.7,6,31,2432.7
16.6,0.1,5.4,2.1,3.9,24.2,270.3
